code,team,team_gender,country,country_code,discipline,disciplines_code,num_athletes
T179016191120,Australia,M,Australia,AUS,Swimming,SWM,4
T179170112181,New Zealand,M,New Zealand,NZL,Rowing,ROW,2
T180005075132,Australia,W,Australia,AUS,Swimming,SWM,4
T180082238036,Australia,W,Australia,AUS,Swimming,SWM,4
T181050155106,MENG Guanliang / YANG Wenjun,M,China,CHN,Canoe Sprint,CSP,2
T182013107120,Australia,M,Australia,AUS,Swimming,SWM,4
T182159012196,Romania,W,Romania,ROU,Rowing,ROW,9
T183042211129,Netherlands,M,Netherlands,NED,Swimming,SWM,4
T183209174099,United States of America,W,United States,USA,Swimming,SWM,4
T184186134220,Great Britain,X,Great Britain,GBR,Swimming,SWM,4
T185128006082,United States of America,W,United States,USA,Swimming,SWM,4
T185180078216,United States of America,W,United States,USA,Swimming,SWM,4
T186035252019,United States of America,X,United States,USA,Swimming,SWM,4
T186102254129,Italy,M,Italy,ITA,Swimming,SWM,4
T186119241049,New Zealand,W,New Zealand,NZL,Swimming,SWM,4
T187154083112,United States of America,M,United States,USA,Swimming,SWM,4
T188255247159,United States of America,X,United States,USA,Swimming,SWM,4
T189119064069,United States of America,M,United States,USA,Swimming,SWM,4
T190092002110,Denmark,W,Denmark,DEN,Swimming,SWM,4
T190186209138,Great Britain,W,Great Britain,GBR,Swimming,SWM,4
T191201107174,Great Britain,W,Great Britain,GBR,Rowing,ROW,2
T193026024173,Great Britain,M,Great Britain,GBR,Swimming,SWM,4
T196095020070,Lithuania,M,Lithuania,LTU,Swimming,SWM,4
T196196115151,People's Republic of China,W,China,CHN,Swimming,SWM,4
T197028067226,Republic of Korea,M,Korea,KOR,Swimming,SWM,4
T197064043186,France,M,France,FRA,Swimming,SWM,4
T197121211099,Great Britain,M,Great Britain,GBR,Swimming,SWM,4
T197192199178,Australia,W,Australia,AUS,Swimming,SWM,4
T200208094172,United States of America,M,United States,USA,Swimming,SWM,4
T204026223054,United States of America,W,United States,USA,Swimming,SWM,4
T204027239107,South Africa,W,South Africa,RSA,Swimming,SWM,4
T204216145015,United States of America,X,United States,USA,Swimming,SWM,4
T207042251035,People's Republic of China,W,China,CHN,Swimming,SWM,4
T210060000005,United States of America,M,United States,USA,Swimming,SWM,4
T210070222027,South Africa,M,South Africa,RSA,Swimming,SWM,4
T211255218208,People's Republic of China,X,China,CHN,Swimming,SWM,4
T212055046088,Australia,W,Australia,AUS,Swimming,SWM,4
T215142183070,KOROVASHKOV Alexey / SHTYL Ivan,M,Russian Federation,RUS,Canoe Sprint,CSP,2
T216012230223,People's Republic of China,W,China,CHN,Swimming,SWM,4
T216014106137,South Africa,M,South Africa,RSA,Swimming,SWM,4
T216092071169,United States of America,M,United States,USA,Swimming,SWM,4
T217136143024,Netherlands,M,Netherlands,NED,Rowing,ROW,4
T217151129191,Australia,W,Australia,AUS,Swimming,SWM,4
T217177120018,United States of America,M,United States,USA,Swimming,SWM,4
T218022032195,Russian Federation,M,Russian Federation,RUS,Swimming,SWM,4
T218038013073,Netherlands,W,Netherlands,NED,Swimming,SWM,4
T218120199207,Republic of Korea,X,Korea,KOR,Archery,ARC,2
T218141014095,VINCENT-LAPOINTE Laurence / VINCENT Katie,W,Canada,CAN,Canoe Sprint,CSP,2
T220064210078,Canada,W,Canada,CAN,Swimming,SWM,4
T221144098126,United States of America,M,United States,USA,Swimming,SWM,4
T221255160105,United States of America,M,United States,USA,Swimming,SWM,4
T222244021165,People's Republic of China,X,China,CHN,Shooting,SHO,2
T223096066167,United States of America,X,United States,USA,Shooting,SHO,2
T224085015032,Australia,X,Australia,AUS,Swimming,SWM,4
T225095247005,United States of America,M,United States,USA,Swimming,SWM,4
T226131186151,Australia,M,Australia,AUS,Swimming,SWM,4
T226159240093,People's Republic of China,W,China,CHN,Swimming,SWM,4
T226192081090,India,X,India,IND,Shooting,SHO,2
T227166195031,United States of America,W,United States,USA,Swimming,SWM,4
T227227075171,People's Republic of China,W,China,CHN,Swimming,SWM,4
T228006119010,United States of America,M,United States,USA,Swimming,SWM,4
T228010157078,Australia,W,Australia,AUS,Swimming,SWM,4
T228211081171,Germany,W,Germany,GER,Swimming,SWM,4
T229196244224,India,X,India,IND,Shooting,SHO,2
T231142178065,United States of America,X,United States,USA,Swimming,SWM,4
T231254107028,People's Republic of China,X,China,CHN,Swimming,SWM,4
T232052083063,United States of America,W,United States,USA,Swimming,SWM,4
T234067164063,United States of America,M,United States,USA,Swimming,SWM,4
T235250241164,Croatia,M,Croatia,CRO,Rowing,ROW,2
T236149232187,United States of America,M,United States,USA,Swimming,SWM,4
T237004209070,Russian Federation,M,Russian Federation,RUS,Swimming,SWM,4
T239108182176,Netherlands,W,Netherlands,NED,Swimming,SWM,4
T239136002118,Poland,W,Poland,POL,Canoe Sprint,CSP,4
T240145002027,Republic of Korea,M,Korea,KOR,Archery,ARC,3
T240229054098,Australia,W,Australia,AUS,Swimming,SWM,4
T241054177157,United States of America,M,United States,USA,Swimming,SWM,4
T241090199113,Republic of Korea,M,Korea,KOR,Archery,ARC,3
T241211162236,Italy,M,Italy,ITA,Swimming,SWM,4
T241222252249,Great Britain,X,Great Britain,GBR,Swimming,SWM,4
T242000170096,People's Republic of China,X,China,CHN,Shooting,SHO,2
T242075099067,Great Britain,M,Great Britain,GBR,Swimming,SWM,4
T242254057065,Italy,M,Italy,ITA,Cycling Track,CTR,4
T243053252043,Italy,M,Italy,ITA,Cycling Track,CTR,4
T243153023105,United States of America,M,United States,USA,Swimming,SWM,4
T243187227111,Australia,W,Australia,AUS,Swimming,SWM,4
T244008189081,Serbia,M,Serbia,SRB,Swimming,SWM,4
T244157063110,United States of America,M,United States,USA,Swimming,SWM,4
T245049147179,United States of America,M,United States,USA,Swimming,SWM,4
T245225170159,Italy,W,Italy,ITA,Swimming,SWM,4
T245241122029,United States of America,M,United States,USA,Swimming,SWM,4
T246010078220,United States of America,W,United States,USA,Swimming,SWM,4
T246128120147,Kuwait,X,Kuwait,KUW,Shooting,SHO,2
T246191162159,New Zealand,W,New Zealand,NZL,Rowing,ROW,4
T246209147071,India,X,India,IND,Shooting,SHO,2
T246234046059,United States of America,M,United States,USA,Swimming,SWM,4
T247150124139,United States of America,M,United States,USA,Swimming,SWM,4
T249015074213,Great Britain,X,Great Britain,GBR,Swimming,SWM,4
T249049140097,People's Republic of China,X,China,CHN,Swimming,SWM,4
T249066122070,United States of America,M,United States,USA,Swimming,SWM,4
T251084043155,United States of America,M,United States,USA,Swimming,SWM,4
T251234141132,United States of America,M,United States,USA,Swimming,SWM,4
T251237025181,People's Republic of China,W,China,CHN,Swimming,SWM,4
T253093211118,Russian Federation,M,Russian Federation,RUS,Swimming,SWM,4
T254025182131,Germany,W,Germany,GER,Swimming,SWM,4
T254078068205,United States of America,W,United States,USA,Swimming,SWM,4
T255047189153,United States of America,M,United States,USA,Swimming,SWM,4
T80212896,Great Britain,M,Great Britain,GBR,Athletics,ATH,4
T80214279,Australia,W,Australia,AUS,Athletics,ATH,4
T80214289,Nigeria,W,Nigeria,NGR,Athletics,ATH,4
T80214643,United States of America,M,United States,USA,Athletics,ATH,4
T80229963,German Democratic Republic,W,German Dem. Republic,GDR,Athletics,ATH,4
T80296594,USSR,W,USSR,URS,Athletics,ATH,4
T80297652,People's Republic of China,W,China,CHN,Athletics,ATH,4
T80297690,People's Republic of China,W,China,CHN,Athletics,ATH,4
T80381188,Brazil,M,Brazil,BRA,Athletics,ATH,4
T80394592,Australia,M,Australia,AUS,Athletics,ATH,4
T80394594,Australia,M,Australia,AUS,Athletics,ATH,4
T80398204,United States of America,W,United States,USA,Athletics,ATH,4
T80517879,United States of America,M,United States,USA,Athletics,ATH,4
T80589681,United States of America,W,United States,USA,Athletics,ATH,4
T81855168,Brazil,W,Brazil,BRA,Athletics,ATH,4
T82808046,Australia,M,Australia,AUS,Athletics,ATH,4
T82808159,United States of America,W,United States,USA,Athletics,ATH,4
T82810068,Jamaica,M,Jamaica,JAM,Athletics,ATH,4
T83931365,Brazil,W,Brazil,BRA,Athletics,ATH,4
T88414807,United States of America,M,United States,USA,Athletics,ATH,4
T91040376,Bahrain,X,Bahrain,BRN,Athletics,ATH,4
T91047112,South Africa,M,South Africa,RSA,Athletics,ATH,4
T91048122,Great Britain,M,Great Britain,GBR,Athletics,ATH,4
T91048123,Japan,M,Japan,JPN,Athletics,ATH,4
T91048124,Brazil,M,Brazil,BRA,Athletics,ATH,4
T92656676,Australia,X,Australia,AUS,Athletics,ATH,4
T92835504,Poland,X,Poland,POL,Athletics,ATH,4
T92851915,Botswana,M,Botswana,BOT,Athletics,ATH,4
T92886354,South Africa,M,South Africa,RSA,Athletics,ATH,4
T94166163,United States of America,X,United States,USA,Athletics,ATH,4
T94172565,Jamaica,W,Jamaica,JAM,Athletics,ATH,4
T96104270,United States of America,X,United States,USA,Athletics,ATH,4
T96112474,Côte d'Ivoire,W,Côte d'Ivoire,CIV,Athletics,ATH,4
T96113713,India,M,India,IND,Athletics,ATH,4
T97087390,Colombia,X,Colombia,COL,Athletics,ATH,4
T97199356,Australia,W,Australia,AUS,Athletics,ATH,4
T97446556,Kenya,X,Kenya,KEN,Athletics,ATH,4
TENMDOUBLES-AIN01,Medvedev / Safiullin,M,AIN,AIN,Tennis,TEN,2
TENMDOUBLES-ARG01,Gonzalez / Molteni,M,Argentina,ARG,Tennis,TEN,2
TENMDOUBLES-ARG02,Etcheverry / Navone,M,Argentina,ARG,Tennis,TEN,2
TENMDOUBLES-AUS01,Popyrin / de Minaur,M,Australia,AUS,Tennis,TEN,2
TENMDOUBLES-AUS02,Ebden / Peers,M,Australia,AUS,Tennis,TEN,2
TENMDOUBLES-BEL01,Gille / Vliegen,M,Belgium,BEL,Tennis,TEN,2
TENMDOUBLES-BRA01,Monteiro / Seyboth Wild,M,Brazil,BRA,Tennis,TEN,2
TENMDOUBLES-CAN01,Auger-Aliassime / Raonic,M,Canada,CAN,Tennis,TEN,2
TENMDOUBLES-CHI01,Jarry / Tabilo,M,Chile,CHI,Tennis,TEN,2
TENMDOUBLES-CRO01,Mektic / Pavic,M,Croatia,CRO,Tennis,TEN,2
TENMDOUBLES-CZE01,Machac / Pavlasek,M,Czechia,CZE,Tennis,TEN,2
TENMDOUBLES-ESP01,Alcaraz / Nadal,M,Spain,ESP,Tennis,TEN,2
TENMDOUBLES-ESP02,Carreno Busta / Granollers,M,Spain,ESP,Tennis,TEN,2
TENMDOUBLES-FRA01,Monfils / Roger-Vasselin,M,France,FRA,Tennis,TEN,2
TENMDOUBLES-FRA02,Fils / Humbert,M,France,FRA,Tennis,TEN,2
TENMDOUBLES-GBR01,Salisbury / Skupski,M,Great Britain,GBR,Tennis,TEN,2
TENMDOUBLES-GBR02,Evans / Murray,M,Great Britain,GBR,Tennis,TEN,2
TENMDOUBLES-GER01,Krawietz / Puetz,M,Germany,GER,Tennis,TEN,2
TENMDOUBLES-GER02,Koepfer / Struff,M,Germany,GER,Tennis,TEN,2
TENMDOUBLES-GRE01,Tsitsipas / Tsitsipas,M,Greece,GRE,Tennis,TEN,2
TENMDOUBLES-HUN01,Fucsovics / Marozsan,M,Hungary,HUN,Tennis,TEN,2
TENMDOUBLES-IND01,Balaji / Bopanna,M,India,IND,Tennis,TEN,2
TENMDOUBLES-ITA01,Darderi / Musetti,M,Italy,ITA,Tennis,TEN,2
TENMDOUBLES-ITA02,Bolelli / Vavassori,M,Italy,ITA,Tennis,TEN,2
TENMDOUBLES-JPN01,Daniel / Nishikori,M,Japan,JPN,Tennis,TEN,2
TENMDOUBLES-KAZ01,Bublik / Nedovyesov,M,Kazakhstan,KAZ,Tennis,TEN,2
TENMDOUBLES-LBN01,Habib / Hassan,M,Lebanon,LBN,Tennis,TEN,2
TENMDOUBLES-NED01,Griekspoor / Koolhof,M,Netherlands,NED,Tennis,TEN,2
TENMDOUBLES-NED02,Haase / Rojer,M,Netherlands,NED,Tennis,TEN,2
TENMDOUBLES-POL01,Hurkacz / Zielinski,M,Poland,POL,Tennis,TEN,2
TENMDOUBLES-POR01,Borges / Cabral,M,Portugal,POR,Tennis,TEN,2
TENMDOUBLES-USA01,Fritz / Paul,M,United States,USA,Tennis,TEN,2
TENMDOUBLES-USA02,Krajicek / Ram,M,United States,USA,Tennis,TEN,2
TENWDOUBLES-AIN01,Alexandrova / Vesnina,W,AIN,AIN,Tennis,TEN,2
TENWDOUBLES-AIN02,Andreeva / Shnaider,W,AIN,AIN,Tennis,TEN,2
TENWDOUBLES-ARG01,Carle / Podoroska,W,Argentina,ARG,Tennis,TEN,2
TENWDOUBLES-AUS01,Perez / Saville,W,Australia,AUS,Tennis,TEN,2
TENWDOUBLES-AUS02,Gadecki / Tomljanovic,W,Australia,AUS,Tennis,TEN,2
TENWDOUBLES-BRA01,Haddad Maia / Stefani,W,Brazil,BRA,Tennis,TEN,2
TENWDOUBLES-CAN01,Dabrowski / Fernandez,W,Canada,CAN,Tennis,TEN,2
TENWDOUBLES-CHN01,Yuan / Zhang,W,China,CHN,Tennis,TEN,2
TENWDOUBLES-CHN02,Wang / Zheng,W,China,CHN,Tennis,TEN,2
TENWDOUBLES-CZE01,Muchova / Noskova,W,Czechia,CZE,Tennis,TEN,2
TENWDOUBLES-CZE02,Krejcikova / Siniakova,W,Czechia,CZE,Tennis,TEN,2
TENWDOUBLES-ESP01,Bucsa / Sorribes Tormo,W,Spain,ESP,Tennis,TEN,2
TENWDOUBLES-FRA01,Garcia / Parry,W,France,FRA,Tennis,TEN,2
TENWDOUBLES-FRA02,Burel / Gracheva,W,France,FRA,Tennis,TEN,2
TENWDOUBLES-GBR01,Boulter / Watson,W,Great Britain,GBR,Tennis,TEN,2
TENWDOUBLES-GER01,Kerber / Siegemund,W,Germany,GER,Tennis,TEN,2
TENWDOUBLES-GER02,Korpatsch / Maria,W,Germany,GER,Tennis,TEN,2
TENWDOUBLES-GRE01,Papamichail / Sakkari,W,Greece,GRE,Tennis,TEN,2
TENWDOUBLES-ITA01,Errani / Paolini,W,Italy,ITA,Tennis,TEN,2
TENWDOUBLES-ITA02,Bronzetti / Cocciaretto,W,Italy,ITA,Tennis,TEN,2
TENWDOUBLES-JPN01,Aoyama / Shibahara,W,Japan,JPN,Tennis,TEN,2
TENWDOUBLES-NED01,Rus / Schuurs,W,Netherlands,NED,Tennis,TEN,2
TENWDOUBLES-NZL01,Routliffe / Sun,W,New Zealand,NZL,Tennis,TEN,2
TENWDOUBLES-POL01,Linette / Rosolska,W,Poland,POL,Tennis,TEN,2
TENWDOUBLES-ROU01,Begu / Niculescu,W,Romania,ROU,Tennis,TEN,2
TENWDOUBLES-ROU02,Bogdan / Cristian,W,Romania,ROU,Tennis,TEN,2
TENWDOUBLES-TPE01,Hsieh / Tsao,W,Chinese Taipei,TPE,Tennis,TEN,2
TENWDOUBLES-TPE02,Chan / Chan,W,Chinese Taipei,TPE,Tennis,TEN,2
TENWDOUBLES-UKR01,Kostyuk / Yastremska,W,Ukraine,UKR,Tennis,TEN,2
TENWDOUBLES-UKR02,Kichenok / Kichenok,W,Ukraine,UKR,Tennis,TEN,2
TENWDOUBLES-USA01,Gauff / Pegula,W,United States,USA,Tennis,TEN,2
TENWDOUBLES-USA02,Collins / Krawczyk,W,United States,USA,Tennis,TEN,2
TENXDOUBLES-AIN01,Andreeva / Medvedev,X,AIN,AIN,Tennis,TEN,2
TENXDOUBLES-ARG01,Podoroska / Gonzalez,X,Argentina,ARG,Tennis,TEN,2
TENXDOUBLES-AUS01,Perez / Ebden,X,Australia,AUS,Tennis,TEN,2
TENXDOUBLES-BRA01,Stefani / Seyboth Wild,X,Brazil,BRA,Tennis,TEN,2
TENXDOUBLES-CAN01,Dabrowski / Auger-Aliassime,X,Canada,CAN,Tennis,TEN,2
TENXDOUBLES-CHN01,Wang / Zhang,X,China,CHN,Tennis,TEN,2
TENXDOUBLES-CRO01,Vekic / Pavic,X,Croatia,CRO,Tennis,TEN,2
TENXDOUBLES-CZE01,Siniakova / Machac,X,Czechia,CZE,Tennis,TEN,2
TENXDOUBLES-DEN01,Wozniacki / Rune,X,Denmark,DEN,Tennis,TEN,2
TENXDOUBLES-ESP01,Sorribes Tormo / Granollers,X,Spain,ESP,Tennis,TEN,2
TENXDOUBLES-FRA01,Garcia / Roger-Vasselin,X,France,FRA,Tennis,TEN,2
TENXDOUBLES-GBR01,Watson / Salisbury,X,Great Britain,GBR,Tennis,TEN,2
TENXDOUBLES-GER01,Siegemund / Zverev,X,Germany,GER,Tennis,TEN,2
TENXDOUBLES-GRE01,Sakkari / Tsitsipas,X,Greece,GRE,Tennis,TEN,2
TENXDOUBLES-ITA01,Errani / Vavassori,X,Italy,ITA,Tennis,TEN,2
TENXDOUBLES-JPN01,Shibahara / Nishikori,X,Japan,JPN,Tennis,TEN,2
TENXDOUBLES-NED01,Schuurs / Koolhof,X,Netherlands,NED,Tennis,TEN,2
TENXDOUBLES-SUI01,Golubic / Wawrinka,X,Switzerland,SUI,Tennis,TEN,2
TENXDOUBLES-USA01,Gauff / Fritz,X,United States,USA,Tennis,TEN,2
TRIXTEAM4---AUS01,Australia,X,Australia,AUS,Triathlon,TRI,4
TRIXTEAM4---AUT01,Austria,X,Austria,AUT,Triathlon,TRI,4
TRIXTEAM4---BEL01,Belgium,X,Belgium,BEL,Triathlon,TRI,4
TRIXTEAM4---BRA01,Brazil,X,Brazil,BRA,Triathlon,TRI,4
TRIXTEAM4---ESP01,Spain,X,Spain,ESP,Triathlon,TRI,4
TRIXTEAM4---FRA01,France,X,France,FRA,Triathlon,TRI,4
TRIXTEAM4---GBR01,Great Britain,X,Great Britain,GBR,Triathlon,TRI,4
TRIXTEAM4---GER01,Germany,X,Germany,GER,Triathlon,TRI,4
TRIXTEAM4---ITA01,Italy,X,Italy,ITA,Triathlon,TRI,4
TRIXTEAM4---MEX01,Mexico,X,Mexico,MEX,Triathlon,TRI,4
TRIXTEAM4---NED01,Netherlands,X,Netherlands,NED,Triathlon,TRI,4
TRIXTEAM4---NOR01,Norway,X,Norway,NOR,Triathlon,TRI,4
TRIXTEAM4---NZL01,New Zealand,X,New Zealand,NZL,Triathlon,TRI,4
TRIXTEAM4---POR01,Portugal,X,Portugal,POR,Triathlon,TRI,4
TRIXTEAM4---SUI01,Switzerland,X,Switzerland,SUI,Triathlon,TRI,4
TRIXTEAM4---USA01,United States of America,X,United States,USA,Triathlon,TRI,4
TTEMTEAM----AUS01,Australia,M,Australia,AUS,Table Tennis,TTE,3
TTEMTEAM----BRA01,Brazil,M,Brazil,BRA,Table Tennis,TTE,3
TTEMTEAM----CAN01,Canada,M,Canada,CAN,Table Tennis,TTE,3
TTEMTEAM----CHN01,People's Republic of China,M,China,CHN,Table Tennis,TTE,3
TTEMTEAM----CRO01,Croatia,M,Croatia,CRO,Table Tennis,TTE,3
TTEMTEAM----DEN01,Denmark,M,Denmark,DEN,Table Tennis,TTE,3
TTEMTEAM----EGY01,Egypt,M,Egypt,EGY,Table Tennis,TTE,3
TTEMTEAM----FRA01,France,M,France,FRA,Table Tennis,TTE,3
TTEMTEAM----GER01,Germany,M,Germany,GER,Table Tennis,TTE,3
TTEMTEAM----IND01,India,M,India,IND,Table Tennis,TTE,3
TTEMTEAM----JPN01,Japan,M,Japan,JPN,Table Tennis,TTE,3
TTEMTEAM----KOR01,Republic of Korea,M,Korea,KOR,Table Tennis,TTE,3
TTEMTEAM----POR01,Portugal,M,Portugal,POR,Table Tennis,TTE,3
TTEMTEAM----SLO01,Slovenia,M,Slovenia,SLO,Table Tennis,TTE,3
TTEMTEAM----SWE01,Sweden,M,Sweden,SWE,Table Tennis,TTE,3
TTEMTEAM----TPE01,Chinese Taipei,M,Chinese Taipei,TPE,Table Tennis,TTE,3
TTEWTEAM----AUS01,Australia,W,Australia,AUS,Table Tennis,TTE,3
TTEWTEAM----BRA01,Brazil,W,Brazil,BRA,Table Tennis,TTE,3
TTEWTEAM----CHN01,People's Republic of China,W,China,CHN,Table Tennis,TTE,3
TTEWTEAM----EGY01,Egypt,W,Egypt,EGY,Table Tennis,TTE,3
TTEWTEAM----FRA01,France,W,France,FRA,Table Tennis,TTE,3
TTEWTEAM----GER01,Germany,W,Germany,GER,Table Tennis,TTE,3
TTEWTEAM----HKG01,"Hong Kong, China",W,"Hong Kong, China",HKG,Table Tennis,TTE,3
TTEWTEAM----IND01,India,W,India,IND,Table Tennis,TTE,3
TTEWTEAM----JPN01,Japan,W,Japan,JPN,Table Tennis,TTE,3
TTEWTEAM----KOR01,Republic of Korea,W,Korea,KOR,Table Tennis,TTE,3
TTEWTEAM----POL01,Poland,W,Poland,POL,Table Tennis,TTE,3
TTEWTEAM----ROU01,Romania,W,Romania,ROU,Table Tennis,TTE,3
TTEWTEAM----SWE01,Sweden,W,Sweden,SWE,Table Tennis,TTE,3
TTEWTEAM----THA01,Thailand,W,Thailand,THA,Table Tennis,TTE,3
TTEWTEAM----TPE01,Chinese Taipei,W,Chinese Taipei,TPE,Table Tennis,TTE,3
TTEWTEAM----USA01,United States of America,W,United States,USA,Table Tennis,TTE,3
TTEXDOUBLES-AUS01,LUM Nicholas / JEE Minhyung,X,Australia,AUS,Table Tennis,TTE,2
TTEXDOUBLES-BRA01,ISHIY Vitor / TAKAHASHI Bruna,X,Brazil,BRA,Table Tennis,TTE,2
TTEXDOUBLES-CHN01,WANG Chuqin / SUN Yingsha,X,China,CHN,Table Tennis,TTE,2
TTEXDOUBLES-CUB01,CAMPOS Jorge / FONSECA Daniela,X,Cuba,CUB,Table Tennis,TTE,2
TTEXDOUBLES-EGY01,ASSAR Omar / MESHREF Dina,X,Egypt,EGY,Table Tennis,TTE,2
TTEXDOUBLES-ESP01,ROBLES Alvaro / XIAO Maria,X,Spain,ESP,Table Tennis,TTE,2
TTEXDOUBLES-FRA01,LEBRUN Alexis / YUAN Jia Nan,X,France,FRA,Table Tennis,TTE,2
TTEXDOUBLES-GER01,QIU Dang / MITTELHAM Nina,X,Germany,GER,Table Tennis,TTE,2
TTEXDOUBLES-HKG01,WONG Chun Ting / DOO Hoi Kem,X,"Hong Kong, China",HKG,Table Tennis,TTE,2
TTEXDOUBLES-HUN01,ECSEKI Nandor / MADARASZ Dora,X,Hungary,HUN,Table Tennis,TTE,2
TTEXDOUBLES-JPN01,HARIMOTO Tomokazu / HAYATA Hina,X,Japan,JPN,Table Tennis,TTE,2
TTEXDOUBLES-KOR01,LIM Jonghoon / SHIN Yubin,X,Korea,KOR,Table Tennis,TTE,2
TTEXDOUBLES-PRK01,RI Jong Sik / KIM Kum Yong,X,DPR Korea,PRK,Table Tennis,TTE,2
TTEXDOUBLES-ROU01,IONESCU Ovidiu / SZOCS Bernadette,X,Romania,ROU,Table Tennis,TTE,2
TTEXDOUBLES-SWE01,KARLSSON Kristian / KALLBERG Christina,X,Sweden,SWE,Table Tennis,TTE,2
TTEXDOUBLES-TPE01,LIN Yun-Ju / CHEN Szu-Yu,X,Chinese Taipei,TPE,Table Tennis,TTE,2
VBVMTEAM2---AUS01,Hodges/Schubert,M,Australia,AUS,Beach Volleyball,VBV,2
VBVMTEAM2---AUS02,Nicolaidis/Carracher,M,Australia,AUS,Beach Volleyball,VBV,2
VBVMTEAM2---AUT01,Horl/Horst,M,Austria,AUT,Beach Volleyball,VBV,2
VBVMTEAM2---BRA01,George/Andre,M,Brazil,BRA,Beach Volleyball,VBV,2
VBVMTEAM2---BRA02,Evandro/Arthur,M,Brazil,BRA,Beach Volleyball,VBV,2
VBVMTEAM2---CAN01,Schachter/Dearing,M,Canada,CAN,Beach Volleyball,VBV,2
VBVMTEAM2---CHI01,M.Grimalt/E.Grimalt,M,Chile,CHI,Beach Volleyball,VBV,2
VBVMTEAM2---CUB01,Diaz/Alayo,M,Cuba,CUB,Beach Volleyball,VBV,2
VBVMTEAM2---CZE01,Perusic/Schweiner,M,Czechia,CZE,Beach Volleyball,VBV,2
VBVMTEAM2---ESP01,Herrera/Gavira,M,Spain,ESP,Beach Volleyball,VBV,2
VBVMTEAM2---FRA01,Krou/Gauthier-Rat,M,France,FRA,Beach Volleyball,VBV,2
VBVMTEAM2---FRA02,Bassereau/Lyneel,M,France,FRA,Beach Volleyball,VBV,2
VBVMTEAM2---GER01,Ehlers/Wickler,M,Germany,GER,Beach Volleyball,VBV,2
VBVMTEAM2---ITA01,Cottafava/Nicolai,M,Italy,ITA,Beach Volleyball,VBV,2
VBVMTEAM2---ITA02,Ranghieri/Carambula,M,Italy,ITA,Beach Volleyball,VBV,2
VBVMTEAM2---MAR01,Abicha/Elgraoui,M,Morocco,MAR,Beach Volleyball,VBV,2
VBVMTEAM2---NED01,Boermans/de Groot,M,Netherlands,NED,Beach Volleyball,VBV,2
VBVMTEAM2---NED02,van de Velde/Immers,M,Netherlands,NED,Beach Volleyball,VBV,2
VBVMTEAM2---NOR01,Mol/Sorum,M,Norway,NOR,Beach Volleyball,VBV,2
VBVMTEAM2---POL01,Bryl/Losiak,M,Poland,POL,Beach Volleyball,VBV,2
VBVMTEAM2---QAT01,Cherif/Ahmed,M,Qatar,QAT,Beach Volleyball,VBV,2
VBVMTEAM2---SWE01,Ahman/Hellvig,M,Sweden,SWE,Beach Volleyball,VBV,2
VBVMTEAM2---USA01,Partain/Benesh,M,United States,USA,Beach Volleyball,VBV,2
VBVMTEAM2---USA02,Evans/Budinger,M,United States,USA,Beach Volleyball,VBV,2
VBVWTEAM2---AUS01,Mariafe/Clancy,W,Australia,AUS,Beach Volleyball,VBV,2
VBVWTEAM2---BRA01,Ana Patricia/Duda,W,Brazil,BRA,Beach Volleyball,VBV,2
VBVWTEAM2---BRA02,Carol/Barbara,W,Brazil,BRA,Beach Volleyball,VBV,2
VBVWTEAM2---CAN01,Melissa/Brandie,W,Canada,CAN,Beach Volleyball,VBV,2
VBVWTEAM2---CAN02,Bansley/Bukovec,W,Canada,CAN,Beach Volleyball,VBV,2
VBVWTEAM2---CHN01,Xue/X.Y.Xia,W,China,CHN,Beach Volleyball,VBV,2
VBVWTEAM2---CZE01,Hermannova/Stochlova,W,Czechia,CZE,Beach Volleyball,VBV,2
VBVWTEAM2---EGY01,Marwa/D. Elghobashy,W,Egypt,EGY,Beach Volleyball,VBV,2
VBVWTEAM2---ESP01,Alvarez M/Moreno,W,Spain,ESP,Beach Volleyball,VBV,2
VBVWTEAM2---ESP02,Liliana/Paula,W,Spain,ESP,Beach Volleyball,VBV,2
VBVWTEAM2---FRA01,Vieira/Chamereau,W,France,FRA,Beach Volleyball,VBV,2
VBVWTEAM2---FRA02,Placette/Richard,W,France,FRA,Beach Volleyball,VBV,2
VBVWTEAM2---GER01,Muller/Tillmann,W,Germany,GER,Beach Volleyball,VBV,2
VBVWTEAM2---GER02,Ludwig/Lippmann,W,Germany,GER,Beach Volleyball,VBV,2
VBVWTEAM2---ITA01,Gottardi/Menegatti,W,Italy,ITA,Beach Volleyball,VBV,2
VBVWTEAM2---JPN01,Akiko/Ishii,W,Japan,JPN,Beach Volleyball,VBV,2
VBVWTEAM2---LAT01,Tina/Anastasija,W,Latvia,LAT,Beach Volleyball,VBV,2
VBVWTEAM2---LTU01,Paulikiene/Raupelyte,W,Lithuania,LTU,Beach Volleyball,VBV,2
VBVWTEAM2---NED01,Stam/Schoon,W,Netherlands,NED,Beach Volleyball,VBV,2
VBVWTEAM2---PAR01,Poletti/Michelle,W,Paraguay,PAR,Beach Volleyball,VBV,2
VBVWTEAM2---SUI01,Huberli/Brunner,W,Switzerland,SUI,Beach Volleyball,VBV,2
VBVWTEAM2---SUI02,Esmee/Zoe,W,Switzerland,SUI,Beach Volleyball,VBV,2
VBVWTEAM2---USA01,Nuss/Kloth,W,United States,USA,Beach Volleyball,VBV,2
