code,team,team_gender,country,country_code,discipline,disciplines_code,num_athletes
HOCMTEAM11--AUS01,Australia,M,Australia,AUS,Hockey,HOC,17
HOCMTEAM11--BEL01,Belgium,M,Belgium,BEL,Hockey,HOC,19
HOCMTEAM11--ESP01,Spain,M,Spain,ESP,Hockey,HOC,18
HOCMTEAM11--FRA01,France,M,France,FRA,Hockey,HOC,18
HOCMTEAM11--GBR01,Great Britain,M,Great Britain,GBR,Hockey,HOC,18
HOCMTEAM11--GER01,Germany,M,Germany,GER,Hockey,HOC,18
HOCMTEAM11--IND01,India,M,India,IND,Hockey,HOC,16
HOCMTEAM11--IRL01,Ireland,M,Ireland,IRL,Hockey,HOC,17
HOCMTEAM11--NED01,Netherlands,M,Netherlands,NED,Hockey,HOC,18
HOCMTEAM11--NZL01,New Zealand,M,New Zealand,NZL,Hockey,HOC,19
HOCMTEAM11--RSA01,South Africa,M,South Africa,RSA,Hockey,HOC,16
HOCWTEAM11--ARG01,Argentina,W,Argentina,ARG,Hockey,HOC,16
HOCWTEAM11--AUS01,Australia,W,Australia,AUS,Hockey,HOC,18
HOCWTEAM11--BEL01,Belgium,W,Belgium,BEL,Hockey,HOC,19
HOCWTEAM11--CHN01,People's Republic of China,W,China,CHN,Hockey,HOC,17
HOCWTEAM11--ESP01,Spain,W,Spain,ESP,Hockey,HOC,16
HOCWTEAM11--FRA01,France,W,France,FRA,Hockey,HOC,17
HOCWTEAM11--GBR01,Great Britain,W,Great Britain,GBR,Hockey,HOC,16
HOCWTEAM11--GER01,Germany,W,Germany,GER,Hockey,HOC,18
HOCWTEAM11--JPN01,Japan,W,Japan,JPN,Hockey,HOC,16
HOCWTEAM11--NED01,Netherlands,W,Netherlands,NED,Hockey,HOC,17
HOCWTEAM11--RSA01,South Africa,W,South Africa,RSA,Hockey,HOC,17
HOCWTEAM11--USA01,United States of America,W,United States,USA,Hockey,HOC,16
JUDXTEAM6---AUT01,Austria,X,Austria,AUT,Judo,JUD,6
JUDXTEAM6---BRA01,Brazil,X,Brazil,BRA,Judo,JUD,10
JUDXTEAM6---CAN01,Canada,X,Canada,CAN,Judo,JUD,7
JUDXTEAM6---EOR01,Refugee Olympic Team,X,EOR,EOR,Judo,JUD,6
JUDXTEAM6---ESP01,Spain,X,Spain,ESP,Judo,JUD,8
JUDXTEAM6---FRA01,France,X,France,FRA,Judo,JUD,14
JUDXTEAM6---GEO01,Georgia,X,Georgia,GEO,Judo,JUD,9
JUDXTEAM6---GER01,Germany,X,Germany,GER,Judo,JUD,10
JUDXTEAM6---HUN01,Hungary,X,Hungary,HUN,Judo,JUD,7
JUDXTEAM6---ISR01,Israel,X,Israel,ISR,Judo,JUD,12
JUDXTEAM6---ITA01,Italy,X,Italy,ITA,Judo,JUD,13
JUDXTEAM6---JPN01,Japan,X,Japan,JPN,Judo,JUD,14
JUDXTEAM6---KAZ01,Kazakhstan,X,Kazakhstan,KAZ,Judo,JUD,8
JUDXTEAM6---KOR01,Republic of Korea,X,Korea,KOR,Judo,JUD,11
JUDXTEAM6---MGL01,Mongolia,X,Mongolia,MGL,Judo,JUD,10
JUDXTEAM6---NED01,Netherlands,X,Netherlands,NED,Judo,JUD,10
JUDXTEAM6---SRB01,Serbia,X,Serbia,SRB,Judo,JUD,6
JUDXTEAM6---TUR01,Türkiye,X,Türkiye,TUR,Judo,JUD,8
JUDXTEAM6---UZB01,Uzbekistan,X,Uzbekistan,UZB,Judo,JUD,12
ROWMCOXED8--AUS01,Australia,M,Australia,AUS,Rowing,ROW,9
ROWMCOXED8--GBR01,Great Britain,M,Great Britain,GBR,Rowing,ROW,9
ROWMCOXED8--GER01,Germany,M,Germany,GER,Rowing,ROW,9
ROWMCOXED8--ITA01,Italy,M,Italy,ITA,Rowing,ROW,9
ROWMCOXED8--NED01,Netherlands,M,Netherlands,NED,Rowing,ROW,9
ROWMCOXED8--ROU01,Romania,M,Romania,ROU,Rowing,ROW,9
ROWMCOXED8--USA01,United States of America,M,United States,USA,Rowing,ROW,9
ROWMNOCOX2--AUS01,Australia,M,Australia,AUS,Rowing,ROW,2
ROWMNOCOX2--CRO01,Croatia,M,Croatia,CRO,Rowing,ROW,2
ROWMNOCOX2--ESP01,Spain,M,Spain,ESP,Rowing,ROW,2
ROWMNOCOX2--GBR01,Great Britain,M,Great Britain,GBR,Rowing,ROW,2
ROWMNOCOX2--GER01,Germany,M,Germany,GER,Rowing,ROW,2
ROWMNOCOX2--IRL01,Ireland,M,Ireland,IRL,Rowing,ROW,2
ROWMNOCOX2--ITA01,Italy,M,Italy,ITA,Rowing,ROW,2
ROWMNOCOX2--LTU01,Lithuania,M,Lithuania,LTU,Rowing,ROW,2
ROWMNOCOX2--NZL01,New Zealand,M,New Zealand,NZL,Rowing,ROW,2
ROWMNOCOX2--ROU01,Romania,M,Romania,ROU,Rowing,ROW,2
ROWMNOCOX2--RSA01,South Africa,M,South Africa,RSA,Rowing,ROW,2
ROWMNOCOX2--SUI01,Switzerland,M,Switzerland,SUI,Rowing,ROW,2
ROWMNOCOX2--USA01,United States of America,M,United States,USA,Rowing,ROW,2
ROWMNOCOX4--AUS01,Australia,M,Australia,AUS,Rowing,ROW,4
ROWMNOCOX4--FRA01,France,M,France,FRA,Rowing,ROW,4
ROWMNOCOX4--GBR01,Great Britain,M,Great Britain,GBR,Rowing,ROW,4
ROWMNOCOX4--ITA01,Italy,M,Italy,ITA,Rowing,ROW,4
ROWMNOCOX4--NED01,Netherlands,M,Netherlands,NED,Rowing,ROW,4
ROWMNOCOX4--NZL01,New Zealand,M,New Zealand,NZL,Rowing,ROW,4
ROWMNOCOX4--ROU01,Romania,M,Romania,ROU,Rowing,ROW,4
ROWMNOCOX4--SUI01,Switzerland,M,Switzerland,SUI,Rowing,ROW,4
ROWMNOCOX4--USA01,United States of America,M,United States,USA,Rowing,ROW,4
ROWMSCULL2--CHN01,People's Republic of China,M,China,CHN,Rowing,ROW,2
ROWMSCULL2--CRO01,Croatia,M,Croatia,CRO,Rowing,ROW,2
ROWMSCULL2--ESP01,Spain,M,Spain,ESP,Rowing,ROW,2
ROWMSCULL2--FRA01,France,M,France,FRA,Rowing,ROW,2
ROWMSCULL2--GER01,Germany,M,Germany,GER,Rowing,ROW,2
ROWMSCULL2--IRL01,Ireland,M,Ireland,IRL,Rowing,ROW,2
ROWMSCULL2--ITA01,Italy,M,Italy,ITA,Rowing,ROW,2
ROWMSCULL2-LARG01,Argentina,M,Argentina,ARG,Rowing,ROW,2
ROWMSCULL2-LBEL01,Belgium,M,Belgium,BEL,Rowing,ROW,2
ROWMSCULL2-LCHI01,Chile,M,Chile,CHI,Rowing,ROW,2
ROWMSCULL2-LCZE01,Czechia,M,Czechia,CZE,Rowing,ROW,2
ROWMSCULL2-LEGY01,Egypt,M,Egypt,EGY,Rowing,ROW,2
ROWMSCULL2-LESP01,Spain,M,Spain,ESP,Rowing,ROW,2
ROWMSCULL2-LFRA01,France,M,France,FRA,Rowing,ROW,2
ROWMSCULL2-LGRE01,Greece,M,Greece,GRE,Rowing,ROW,2
ROWMSCULL2-LIRL01,Ireland,M,Ireland,IRL,Rowing,ROW,2
ROWMSCULL2-LITA01,Italy,M,Italy,ITA,Rowing,ROW,2
ROWMSCULL2-LJPN01,Japan,M,Japan,JPN,Rowing,ROW,2
ROWMSCULL2-LMEX01,Mexico,M,Mexico,MEX,Rowing,ROW,2
ROWMSCULL2-LNOR01,Norway,M,Norway,NOR,Rowing,ROW,2
ROWMSCULL2-LSUI01,Switzerland,M,Switzerland,SUI,Rowing,ROW,2
ROWMSCULL2-LUKR01,Ukraine,M,Ukraine,UKR,Rowing,ROW,2
ROWMSCULL2-LUZB01,Uzbekistan,M,Uzbekistan,UZB,Rowing,ROW,2
ROWMSCULL2--NED01,Netherlands,M,Netherlands,NED,Rowing,ROW,2
ROWMSCULL2--NOR01,Norway,M,Norway,NOR,Rowing,ROW,2
ROWMSCULL2--NZL01,New Zealand,M,New Zealand,NZL,Rowing,ROW,2
ROWMSCULL2--ROU01,Romania,M,Romania,ROU,Rowing,ROW,2
ROWMSCULL2--SRB01,Serbia,M,Serbia,SRB,Rowing,ROW,2
ROWMSCULL2--USA01,United States of America,M,United States,USA,Rowing,ROW,2
ROWMSCULL4--EST01,Estonia,M,Estonia,EST,Rowing,ROW,4
ROWMSCULL4--GBR01,Great Britain,M,Great Britain,GBR,Rowing,ROW,4
ROWMSCULL4--GER01,Germany,M,Germany,GER,Rowing,ROW,4
ROWMSCULL4--ITA01,Italy,M,Italy,ITA,Rowing,ROW,4
ROWMSCULL4--NED01,Netherlands,M,Netherlands,NED,Rowing,ROW,4
ROWMSCULL4--NOR01,Norway,M,Norway,NOR,Rowing,ROW,4
ROWMSCULL4--POL01,Poland,M,Poland,POL,Rowing,ROW,4
ROWMSCULL4--ROU01,Romania,M,Romania,ROU,Rowing,ROW,4
ROWMSCULL4--SUI01,Switzerland,M,Switzerland,SUI,Rowing,ROW,4
ROWWCOXED8--AUS01,Australia,W,Australia,AUS,Rowing,ROW,9
ROWWCOXED8--CAN01,Canada,W,Canada,CAN,Rowing,ROW,9
ROWWCOXED8--DEN01,Denmark,W,Denmark,DEN,Rowing,ROW,9
ROWWCOXED8--GBR01,Great Britain,W,Great Britain,GBR,Rowing,ROW,9
ROWWCOXED8--ITA01,Italy,W,Italy,ITA,Rowing,ROW,9
ROWWCOXED8--ROU01,Romania,W,Romania,ROU,Rowing,ROW,9
ROWWCOXED8--USA01,United States of America,W,United States,USA,Rowing,ROW,9
ROWWNOCOX2--AUS01,Australia,W,Australia,AUS,Rowing,ROW,2
ROWWNOCOX2--CHI01,Chile,W,Chile,CHI,Rowing,ROW,2
ROWWNOCOX2--CZE01,Czechia,W,Czechia,CZE,Rowing,ROW,2
ROWWNOCOX2--DEN01,Denmark,W,Denmark,DEN,Rowing,ROW,2
ROWWNOCOX2--ESP01,Spain,W,Spain,ESP,Rowing,ROW,2
ROWWNOCOX2--GBR01,Great Britain,W,Great Britain,GBR,Rowing,ROW,2
ROWWNOCOX2--GRE01,Greece,W,Greece,GRE,Rowing,ROW,2
ROWWNOCOX2--IRL01,Ireland,W,Ireland,IRL,Rowing,ROW,2
ROWWNOCOX2--LTU01,Lithuania,W,Lithuania,LTU,Rowing,ROW,2
ROWWNOCOX2--NED01,Netherlands,W,Netherlands,NED,Rowing,ROW,2
ROWWNOCOX2--NZL01,New Zealand,W,New Zealand,NZL,Rowing,ROW,2
ROWWNOCOX2--ROU01,Romania,W,Romania,ROU,Rowing,ROW,2
ROWWNOCOX2--USA01,United States of America,W,United States,USA,Rowing,ROW,2
ROWWNOCOX4--AUS01,Australia,W,Australia,AUS,Rowing,ROW,4
ROWWNOCOX4--CHN01,People's Republic of China,W,China,CHN,Rowing,ROW,4
ROWWNOCOX4--DEN01,Denmark,W,Denmark,DEN,Rowing,ROW,4
ROWWNOCOX4--GBR01,Great Britain,W,Great Britain,GBR,Rowing,ROW,4
ROWWNOCOX4--IRL01,Ireland,W,Ireland,IRL,Rowing,ROW,4
ROWWNOCOX4--NED01,Netherlands,W,Netherlands,NED,Rowing,ROW,4
ROWWNOCOX4--NZL01,New Zealand,W,New Zealand,NZL,Rowing,ROW,4
ROWWNOCOX4--ROU01,Romania,W,Romania,ROU,Rowing,ROW,4
ROWWNOCOX4--USA01,United States of America,W,United States,USA,Rowing,ROW,4
ROWWSCULL2--AUS01,Australia,W,Australia,AUS,Rowing,ROW,2
ROWWSCULL2--CHN01,People's Republic of China,W,China,CHN,Rowing,ROW,2
ROWWSCULL2--CZE01,Czechia,W,Czechia,CZE,Rowing,ROW,2
ROWWSCULL2--FRA01,France,W,France,FRA,Rowing,ROW,2
ROWWSCULL2--GBR01,Great Britain,W,Great Britain,GBR,Rowing,ROW,2
ROWWSCULL2--IRL01,Ireland,W,Ireland,IRL,Rowing,ROW,2
ROWWSCULL2--ITA01,Italy,W,Italy,ITA,Rowing,ROW,2
ROWWSCULL2-LARG01,Argentina,W,Argentina,ARG,Rowing,ROW,2
ROWWSCULL2-LAUT01,Austria,W,Austria,AUT,Rowing,ROW,2
ROWWSCULL2-LCAN01,Canada,W,Canada,CAN,Rowing,ROW,2
ROWWSCULL2-LCHN01,People's Republic of China,W,China,CHN,Rowing,ROW,2
ROWWSCULL2-LFRA01,France,W,France,FRA,Rowing,ROW,2
ROWWSCULL2-LGBR01,Great Britain,W,Great Britain,GBR,Rowing,ROW,2
ROWWSCULL2-LGRE01,Greece,W,Greece,GRE,Rowing,ROW,2
ROWWSCULL2-LIRI01,Islamic Republic of Iran,W,IR Iran,IRI,Rowing,ROW,2
ROWWSCULL2-LIRL01,Ireland,W,Ireland,IRL,Rowing,ROW,2
ROWWSCULL2-LJPN01,Japan,W,Japan,JPN,Rowing,ROW,2
ROWWSCULL2-LNZL01,New Zealand,W,New Zealand,NZL,Rowing,ROW,2
ROWWSCULL2-LPER01,Peru,W,Peru,PER,Rowing,ROW,2
ROWWSCULL2-LPOL01,Poland,W,Poland,POL,Rowing,ROW,2
ROWWSCULL2-LROU01,Romania,W,Romania,ROU,Rowing,ROW,2
ROWWSCULL2--LTU01,Lithuania,W,Lithuania,LTU,Rowing,ROW,2
ROWWSCULL2-LTUN01,Tunisia,W,Tunisia,TUN,Rowing,ROW,2
ROWWSCULL2-LUSA01,United States of America,W,United States,USA,Rowing,ROW,2
ROWWSCULL2--NED01,Netherlands,W,Netherlands,NED,Rowing,ROW,2
ROWWSCULL2--NOR01,Norway,W,Norway,NOR,Rowing,ROW,2
ROWWSCULL2--NZL01,New Zealand,W,New Zealand,NZL,Rowing,ROW,2
ROWWSCULL2--ROU01,Romania,W,Romania,ROU,Rowing,ROW,2
ROWWSCULL2--USA01,United States of America,W,United States,USA,Rowing,ROW,2
ROWWSCULL4--AUS01,Australia,W,Australia,AUS,Rowing,ROW,4
ROWWSCULL4--CHN01,People's Republic of China,W,China,CHN,Rowing,ROW,4
ROWWSCULL4--GBR01,Great Britain,W,Great Britain,GBR,Rowing,ROW,4
ROWWSCULL4--GER01,Germany,W,Germany,GER,Rowing,ROW,4
ROWWSCULL4--NED01,Netherlands,W,Netherlands,NED,Rowing,ROW,4
ROWWSCULL4--ROU01,Romania,W,Romania,ROU,Rowing,ROW,4
ROWWSCULL4--SUI01,Switzerland,W,Switzerland,SUI,Rowing,ROW,4
ROWWSCULL4--UKR01,Ukraine,W,Ukraine,UKR,Rowing,ROW,4
ROWWSCULL4--USA01,United States of America,W,United States,USA,Rowing,ROW,4
RU7MTEAM7---ARG01,Argentina,M,Argentina,ARG,Rugby Sevens,RU7,14
RU7MTEAM7---AUS01,Australia,M,Australia,AUS,Rugby Sevens,RU7,12
RU7MTEAM7---FIJ01,Fiji,M,Fiji,FIJ,Rugby Sevens,RU7,14
RU7MTEAM7---FRA01,France,M,France,FRA,Rugby Sevens,RU7,13
RU7MTEAM7---IRL01,Ireland,M,Ireland,IRL,Rugby Sevens,RU7,14
RU7MTEAM7---JPN01,Japan,M,Japan,JPN,Rugby Sevens,RU7,13
RU7MTEAM7---KEN01,Kenya,M,Kenya,KEN,Rugby Sevens,RU7,13
RU7MTEAM7---NZL01,New Zealand,M,New Zealand,NZL,Rugby Sevens,RU7,13
RU7MTEAM7---RSA01,South Africa,M,South Africa,RSA,Rugby Sevens,RU7,13
RU7MTEAM7---SAM01,Samoa,M,Samoa,SAM,Rugby Sevens,RU7,12
RU7MTEAM7---URU01,Uruguay,M,Uruguay,URU,Rugby Sevens,RU7,14
RU7MTEAM7---USA01,United States of America,M,United States,USA,Rugby Sevens,RU7,14
RU7WTEAM7---AUS01,Australia,W,Australia,AUS,Rugby Sevens,RU7,13
RU7WTEAM7---BRA01,Brazil,W,Brazil,BRA,Rugby Sevens,RU7,14
RU7WTEAM7---CAN01,Canada,W,Canada,CAN,Rugby Sevens,RU7,14
RU7WTEAM7---CHN01,People's Republic of China,W,China,CHN,Rugby Sevens,RU7,14
RU7WTEAM7---FIJ01,Fiji,W,Fiji,FIJ,Rugby Sevens,RU7,13
RU7WTEAM7---FRA01,France,W,France,FRA,Rugby Sevens,RU7,12
RU7WTEAM7---GBR01,Great Britain,W,Great Britain,GBR,Rugby Sevens,RU7,14
RU7WTEAM7---IRL01,Ireland,W,Ireland,IRL,Rugby Sevens,RU7,14
RU7WTEAM7---JPN01,Japan,W,Japan,JPN,Rugby Sevens,RU7,13
RU7WTEAM7---NZL01,New Zealand,W,New Zealand,NZL,Rugby Sevens,RU7,12
RU7WTEAM7---RSA01,South Africa,W,South Africa,RSA,Rugby Sevens,RU7,13
RU7WTEAM7---USA01,United States of America,W,United States,USA,Rugby Sevens,RU7,12
SALM49ER----AUS01,COLLEY Jim / CONNOR Shaun,M,Australia,AUS,Sailing,SAL,2
SALM49ER----AUT01,BILDSTEIN Benjamin / HUSSL David,M,Austria,AUT,Sailing,SAL,2
SALM49ER----BEL01,LEFEBVRE Yannick / HEUNINCK Jan,M,Belgium,BEL,Sailing,SAL,2
SALM49ER----BRA01,SOFFIATTI GRAEL Marco / SIMOES Gabriel,M,Brazil,BRA,Sailing,SAL,2
SALM49ER----CAN01,JONES William / BARNES Justin,M,Canada,CAN,Sailing,SAL,2
SALM49ER----CHN01,WEN Zaiding / LIU Tian,M,China,CHN,Sailing,SAL,2
SALM49ER----CRO01,FANTELA Sime / FANTELA Mihovil,M,Croatia,CRO,Sailing,SAL,2
SALM49ER----DEN01,NYBORG Daniel / BUHL Nikolaj Hoffmann,M,Denmark,DEN,Sailing,SAL,2
SALM49ER----ESP01,BOTIN le CHEVER Diego / TRITTEL PAUL Florian,M,Spain,ESP,Sailing,SAL,2
SALM49ER----FRA01,FISCHER Erwan / PEQUIN Clement,M,France,FRA,Sailing,SAL,2
SALM49ER----GBR01,PETERS James / STERRITT Fynn,M,Great Britain,GBR,Sailing,SAL,2
SALM49ER----GER01,MEGGENDORFER Jakob / SPRANGER Andreas,M,Germany,GER,Sailing,SAL,2
SALM49ER----HKG01,SAKAI Akira Luke / ALYSWORTH Russell Williams,M,"Hong Kong, China",HKG,Sailing,SAL,2
SALM49ER----IRL01,DICKSON Robert / WADDILOVE Sean,M,Ireland,IRL,Sailing,SAL,2
SALM49ER----NED01,LAMBRIEX Bart / van de WERKEN Floris,M,Netherlands,NED,Sailing,SAL,2
SALM49ER----NZL01,McHARDIE Isaac / McKENZIE William,M,New Zealand,NZL,Sailing,SAL,2
SALM49ER----POL01,BUKSAK Dominik / WIERZBICKI Szymon,M,Poland,POL,Sailing,SAL,2
SALM49ER----SUI01,SCHNEITER Sébastien / de PLANTA Arno,M,Switzerland,SUI,Sailing,SAL,2
SALM49ER----URU01,UMPIERRE Hernan / DIZ Fernando,M,Uruguay,URU,Sailing,SAL,2
SALM49ER----USA01,BARROWS Ian Macdill / HENKEN Hans Dakota August,M,United States,USA,Sailing,SAL,2
SALW49ERFX--AUS01,PRICE Olivia / HASELDINE Evie,W,Australia,AUS,Sailing,SAL,2
SALW49ERFX--BEL01,MAENHAUT van LEMBERGE Isaura / GEURTS Anouk,W,Belgium,BEL,Sailing,SAL,2
SALW49ERFX--BRA01,SOFFIATTI GRAEL Martine / KUNZE Kahena,W,Brazil,BRA,Sailing,SAL,2
SALW49ERFX--CAN01,LEWIN-LAFRANCE Georgia / LEWIN-LAFRANCE Antonia,W,Canada,CAN,Sailing,SAL,2
SALW49ERFX--CHN01,HU Xiaoyu / SHAN Mengyuan,W,China,CHN,Sailing,SAL,2
SALW49ERFX--CZE01,BURSKA Zofia / TKADLECOVA Sara,W,Czechia,CZE,Sailing,SAL,2
SALW49ERFX--DEN01,SCHMIDT Johanne / SCHMIDT Andrea,W,Denmark,DEN,Sailing,SAL,2
SALW49ERFX--ESP01,ECHEGOYEN DOMINGUEZ Tamara / BARCELO MARTIN Paula,W,Spain,ESP,Sailing,SAL,2
SALW49ERFX--FIN01,GRONBLOM Ronja / HOKKA Veera,W,Finland,FIN,Sailing,SAL,2
SALW49ERFX--FRA01,STEYAERT Sarah / PICON Charline,W,France,FRA,Sailing,SAL,2
SALW49ERFX--GBR01,BLACK Freya / TIDEY Saskia,W,Great Britain,GBR,Sailing,SAL,2
SALW49ERFX--GER01,BERGMANN Marla / WILLE Hanna,W,Germany,GER,Sailing,SAL,2
SALW49ERFX--ITA01,GERMANI Jana / BERTUZZI Giorgia,W,Italy,ITA,Sailing,SAL,2
SALW49ERFX--JPN01,TANAKA Misaki / NAGAMATSU Sera,W,Japan,JPN,Sailing,SAL,2
SALW49ERFX--NED01,van AANHOLT Odile / DUETZ Annette,W,Netherlands,NED,Sailing,SAL,2
SALW49ERFX--NOR01,NAESS Helene / ROENNINGEN Marie,W,Norway,NOR,Sailing,SAL,2
SALW49ERFX--NZL01,ALEH Jo / MEECH Molly,W,New Zealand,NZL,Sailing,SAL,2
SALW49ERFX--POL01,MELZACKA Aleksandra / JANKOWIAK Sandra,W,Poland,POL,Sailing,SAL,2
SALW49ERFX--SWE01,BOBECK Vilma / NETZLER Rebecca,W,Sweden,SWE,Sailing,SAL,2
SALW49ERFX--USA01,ROBLE Stephanie Marie / SHEA Margaret Droste,W,United States,USA,Sailing,SAL,2
SALX470-----ANG01,MONTINHO Matias / PAULO Manuela,X,Angola,ANG,Sailing,SAL,2
SALX470-----AUS01,JERWOOD Nia / NICHOLAS Conor,X,Australia,AUS,Sailing,SAL,2
SALX470-----AUT01,VADLAU Lara / MAEHR Lukas,X,Austria,AUT,Sailing,SAL,2
SALX470-----BRA01,DUARTE HADDAD Henrique / SWAN Isabel,X,Brazil,BRA,Sailing,SAL,2
SALX470-----CHN01,XU Zangjun / LYU Yixiao,X,China,CHN,Sailing,SAL,2
SALX470-----ESP01,XAMMAR HERNANDEZ Jordi / BRUGMAN CABOT Nora,X,Spain,ESP,Sailing,SAL,2
SALX470-----FRA01,LECOINTRE Camille / MION Jeremie,X,France,FRA,Sailing,SAL,2
SALX470-----GBR01,HEATHCOTE Vita / GRUBE Chris,X,Great Britain,GBR,Sailing,SAL,2
SALX470-----GER01,DIESCH Simon / MARKFORT Anna,X,Germany,GER,Sailing,SAL,2
SALX470-----GRE01,SPANAKI Ariadni Paraskevi / SPANAKIS Odysseas Emmanouil,X,Greece,GRE,Sailing,SAL,2
SALX470-----ISR01,HASSON Nitai / LASRY Noa,X,Israel,ISR,Sailing,SAL,2
SALX470-----ITA01,BERTA Elena / FESTO Bruno,X,Italy,ITA,Sailing,SAL,2
SALX470-----JPN01,OKADA Keiju / YOSHIOKA Miho,X,Japan,JPN,Sailing,SAL,2
SALX470-----POR01,VAZ de BACELAR da FONSECA Diogo Eu. / ALVES da SILVA JOÃO Carolina Maria,X,Portugal,POR,Sailing,SAL,2
SALX470-----SLO01,MRAK Tina / BOZIC Jakob,X,Slovenia,SLO,Sailing,SAL,2
SALX470-----SUI01,MERMOD Yves / SIEGENTHALER Maja,X,Switzerland,SUI,Sailing,SAL,2
SALX470-----SWE01,DAHLBERG Anton / KARLSSON Lovisa,X,Sweden,SWE,Sailing,SAL,2
SALX470-----TUR01,CINAR Deniz / NALBANTOGLU Lara,X,Türkiye,TUR,Sailing,SAL,2
SALX470-----USA01,Mc NAY Stuart Pfeiffer / DALLMAN WEISS Lara Anne,X,United States,USA,Sailing,SAL,2
SALXNACRA17-ARG01,MAJDALANI Mateo / BOSCO Eugenia,X,Argentina,ARG,Sailing,SAL,2
SALXNACRA17-AUS01,LIDDELL Brin / BROWN Rhiannan,X,Australia,AUS,Sailing,SAL,2
SALXNACRA17-AUT01,HABERL Lukas / FRANK Tanja,X,Austria,AUT,Sailing,SAL,2
SALXNACRA17-BEL01,CLAEYSSENS Lucas / VERSTRAELEN Eline,X,Belgium,BEL,Sailing,SAL,2
SALXNACRA17-BRA01,SIEMSEN Joao / ARNDT Marina,X,Brazil,BRA,Sailing,SAL,2
SALXNACRA17-CHN01,MAI Huicong / CHEN Linlin,X,China,CHN,Sailing,SAL,2
SALXNACRA17-DEN01,SAOUMA-PEDERSEN Natacha / BRUUN Mathias,X,Denmark,DEN,Sailing,SAL,2
SALXNACRA17-ESP01,PACHECO van RIJNSOEVER Tara / BARRIO GARCIA Andres,X,Spain,ESP,Sailing,SAL,2
SALXNACRA17-FIN01,KURTBAY Sinem / KESKINEN Akseli,X,Finland,FIN,Sailing,SAL,2
SALXNACRA17-FRA01,MOURNIAC Tim / BERTHOMIEU Lou,X,France,FRA,Sailing,SAL,2
SALXNACRA17-GBR01,GIMSON John / BURNET Anna,X,Great Britain,GBR,Sailing,SAL,2
SALXNACRA17-GER01,KOHLHOFF Paul / STUHLEMMER Alica,X,Germany,GER,Sailing,SAL,2
SALXNACRA17-ITA01,TITA Ruggero / BANTI Caterina,X,Italy,ITA,Sailing,SAL,2
SALXNACRA17-JPN01,IITSUKA Shibuki /  NISHIDA CAPIGLIA Oura,X,Japan,JPN,Sailing,SAL,2
SALXNACRA17-NED01,van der MEER Laila / BOUWER Bjarne,X,Netherlands,NED,Sailing,SAL,2
SALXNACRA17-NZL01,WILKINSON Micah James / DAWSON Erica Linda,X,New Zealand,NZL,Sailing,SAL,2
SALXNACRA17-SWE01,JARUDD Emil / JONSSON Hanna,X,Sweden,SWE,Sailing,SAL,2
SALXNACRA17-TUR01,KAYNAR Alican / KAYNAKCI Beste,X,Türkiye,TUR,Sailing,SAL,2
SALXNACRA17-USA01,NEWBERRY Sarah Lauren / LIEBENBERG David Wade,X,United States,USA,Sailing,SAL,2
SHOXAPMT----BUL01,Bulgaria,X,Bulgaria,BUL,Shooting,SHO,2
SHOXAPMT----CHN01,People's Republic of China 1,X,China,CHN,Shooting,SHO,2
SHOXAPMT----CHN02,People's Republic of China 2,X,China,CHN,Shooting,SHO,2
SHOXAPMT----FRA01,France,X,France,FRA,Shooting,SHO,2
SHOXAPMT----GER01,Germany 1,X,Germany,GER,Shooting,SHO,2
SHOXAPMT----GER02,Germany 2,X,Germany,GER,Shooting,SHO,2
SHOXAPMT----IND01,India 1,X,India,IND,Shooting,SHO,2
SHOXAPMT----IND02,India 2,X,India,IND,Shooting,SHO,2
SHOXAPMT----KAZ01,Kazakhstan,X,Kazakhstan,KAZ,Shooting,SHO,2
SHOXAPMT----KOR01,Republic of Korea 1,X,Korea,KOR,Shooting,SHO,2
SHOXAPMT----KOR02,Republic of Korea 2,X,Korea,KOR,Shooting,SHO,2
SHOXAPMT----LAT01,Latvia,X,Latvia,LAT,Shooting,SHO,2
SHOXAPMT----PAK01,Pakistan,X,Pakistan,PAK,Shooting,SHO,2
SHOXAPMT----SRB01,Serbia,X,Serbia,SRB,Shooting,SHO,2
SHOXAPMT----TUR01,Türkiye 1,X,Türkiye,TUR,Shooting,SHO,2
SHOXAPMT----TUR02,Türkiye 2,X,Türkiye,TUR,Shooting,SHO,2
SHOXAPMT----UKR01,Ukraine,X,Ukraine,UKR,Shooting,SHO,2
SHOXARMT----ARG01,Argentina,X,Argentina,ARG,Shooting,SHO,2
SHOXARMT----AUT01,Austria,X,Austria,AUT,Shooting,SHO,2
SHOXARMT----CHN01,People's Republic of China 1,X,China,CHN,Shooting,SHO,2
SHOXARMT----CHN02,People's Republic of China 2,X,China,CHN,Shooting,SHO,2
SHOXARMT----CZE01,Czechia,X,Czechia,CZE,Shooting,SHO,2
SHOXARMT----EGY01,Egypt 1,X,Egypt,EGY,Shooting,SHO,2
SHOXARMT----EGY02,Egypt 2,X,Egypt,EGY,Shooting,SHO,2
SHOXARMT----FRA01,France 1,X,France,FRA,Shooting,SHO,2
SHOXARMT----FRA02,France 2,X,France,FRA,Shooting,SHO,2
SHOXARMT----GBR01,Great Britain,X,Great Britain,GBR,Shooting,SHO,2
SHOXARMT----GER01,Germany,X,Germany,GER,Shooting,SHO,2
